Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality,lat,long
52599,North Africa,22-Oct-19,2019,Oct,1,0,1,0,0,1,0,Hypothermia and exhaustion,"Body found on the Algeria-Morocco border, near Oujda, Morocco",Alarm Phone, ,http://bit.ly/32EQSoN,Northern Africa,4,34.6820639,-1.9002861
52927,Sub-Saharan Africa,22-Oct-19,2019,Oct,1,0,1,0,0,0,0,Sickness and lack of access to medicine,"Niamey, Niger",Civil Protection Niger, , ,Western Africa,4,13.5115963,2.1253854
52507,US-Mexico Border,21-Oct-19,2019,Oct,2,0,2,0,0,2,0,Drowning,"Río Bravo, near Poblado Los Ángeles, Miguel Alemán, Tamaulipas, Mexico","Hoy Tamaulipas, Vox Pópuli",Central America to US,"http://bit.ly/2BAUQ6T, http://bit.ly/2W6wPxT",Central America,3,26.39102596,-98.9894934
52508,US-Mexico Border,21-Oct-19,2019,Oct,1,0,1,0,0,1,0,Sickness,"Hospital in Mesa, Maricopa County, Arizona, USA - 18h after being apprehended on the US-Mexico border, south of Casa Grande, Arizona, USA",US Border Patrol,Central America to US,http://bit.ly/2JeIju2,Northern America,5,33.387601,-111.8762944
52523,US-Mexico Border,21-Oct-19,2019,Oct,1,0,1,13,0,1,0,Hit by vehicle,"Interstate Highway 35 (I-35) near San Antonio, Bexar County, Texas, USA",US Border Patrol,Central America to US,https://bit.ly/33nDzug,Northern America,5,38.4067887,-96.2434722
52721,US-Mexico Border,21-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.009568,-111.350219
52817,Mediterranean,19-Oct-19,2019,Oct,0,57,57,0,0,10,0,Presumed drowning,"Off the coast of Tripoli, Libya",Nuovi Desaparecidos,Central Mediterranean, ,Uncategorized,4,33.20886854,13.15807405
52503,Mediterranean,18-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Body recovered on Playa del Chorrillo, Ceuta, Spain","El Faro de Ceuta, Association Marocaine des Droits Humains - Section Nador",Western Mediterranean,"http://bit.ly/2MwitUr, https://www.facebook.com/permalink.php?story_fbid=142240970496244&id=116047946448880",Uncategorized,4,35.88404826,-5.323206655
52857,Middle East,18-Oct-19,2019,Oct,1,0,1,0,0,1,0,Presumed drowning,"Evros/Meriç river, Adasarhanlı, Meriç district, Edirne, Turkey",Edirne JetHaber, ,http://bit.ly/2toekLq,Western Asia,1,41.08110171,26.31243124
52720,US-Mexico Border,17-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.2914954,-111.3637243
52502,Sub-Saharan Africa,16-Oct-19,2019,Oct,1,0,1,1,0,1,0,Unknown,"Dirkou Health Center, Niger - right after crossing the border from Libya",IOM Niger, , ,Western Africa,4,19.0048181,13.0817903
52718,US-Mexico Border,15-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.1293375,-112.2214199
52719,US-Mexico Border,15-Oct-19,2019,Oct,1,0,1,0,1,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.12709,-112.1387513
52491,Mediterranean,14-Oct-19,2019,Oct,2,0,2,33,2,0,2,Drowning,"Off the coast of Altınova, Ayvalık, Balıkesir province, Turkey","IOM Turkey, Turkish Coast Guard",Eastern Mediterranean,"http://bit.ly/2IM85We, http://bit.ly/2IMOxAY, http://bit.ly/2oDGHmo",Uncategorized,5,39.20762933,26.68313434
52496,Europe,14-Oct-19,2019,Oct,2,0,2,0,0,2,1,Drowning,"Bodies recovered on Le Touquet, Pas-de-Calais, France","Franceinfo, Le Monde",Western Balkans,"http://bit.ly/2pm5ZW8, http://bit.ly/32kxFt6",Western Europe,3,50.52441978,1.556037456
52500,US-Mexico Border,14-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near colonia Riberas del Río, Reynosa, Tamaulipas, Mexico",El Mañana,Central America to US,http://bit.ly/35FUlGw,Central America,1,26.0847814,-98.26417323
52495,US-Mexico Border,12-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near La Playita, Reynosa, Tamaulipas, Mexico","El Mañana, Milenio",Central America to US,"http://bit.ly/35tCuCp, http://bit.ly/2piU7V7, http://bit.ly/2PbQVWh",Central America,3,26.14454982,-98.33210808
52501,Europe,12-Oct-19,2019,Oct,1,0,1,0,0,1,1,Electrocution on railway,"Died in the hospital in Gevgelija, North Macedonia - after being found severely injured on 1 October 2019 near the railway station in Gevgelija","IOM North Macedonia, Ministry of Interior of North Macedonia",Western Balkans, ,Southern Europe,5,41.1444831,22.5056571
52494,Central America,11-Oct-19,2019,Oct,4,1,5,8,0,4,0,Drowning,"Off the coast of Tonalá, between Puerto Arista and Paredón, Chiapas, Mexico (Pacific Sea)","Instituto Nacional de Migración, El Universal, Al Jazeera, Debate, Proceso", ,"http://bit.ly/2pmU6PG, http://bit.ly/2MeL8gy, http://bit.ly/2nNszGY, http://bit.ly/2MdZLkf, http://bit.ly/2IWTCXD, http://bit.ly/35TO5uC",Central America,5,15.88032119,-93.833002
52499,Horn of Africa,11-Oct-19,2019,Oct,11,0,11,16,0,0,0,Vehicle Accident,"Road outside Berbera, Somalia - vehicle was en route to Bossasso, Somalia",Ethiopian Community Center via IOM Somalia, , ,Eastern Africa,4,10.48245482,45.16108475
52598,North Africa,11-Oct-19,2019,Oct,2,0,2,0,0,1,1,Drowning,"Bodies recovered on the coast of Oum Lbair, near Dakhla, Western Sahara Territories, Morocco",Alarm Phone,Western African,http://bit.ly/32EQSoN,Northern Africa,4,23.7418868,-15.9335482
52489,Europe,9-Oct-19,2019,Oct,3,0,3,12,0,1,0,Vehicle Accident,"Road near Areti, 40km northeast of Thessaloniki, Greece","IOM Greece, Ekathimerini", ,http://bit.ly/2VsDDpg,Southern Europe,4,40.74076938,23.25637196
52493,North Africa,9-Oct-19,2019,Oct,1,0,1,0,0,1,1,Hit by truck,"Road near Béni Ensar, Nador, Morocco, near border with Melilla",Association Marocaine des Droits Humains - Section Nador, ,http://bit.ly/2OLElNe,Northern Africa,4,35.26274823,-2.937650888
52506,Europe,9-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown,"Body found inside abandoned camp trailer in Osmanagići, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina","Are You Syrious?, Dnevni avaz, Pogled, Ministry of Internal Affairs of Una-Sana Canton ",Western Balkans,"http://bit.ly/2BzntkL, http://bit.ly/2Jf75ue, http://bit.ly/2MHLyMV",Southern Europe,4,44.98329064,15.94582846
52492,Central America,8-Oct-19,2019,Oct,1,0,1,0,0,1,0,Hit by train,"Train tracks near Calle Azteca Sur and Bulevar del Río Españita, San Luis de Potosí, Mexico",Pulso Diario de San Luis, ,http://bit.ly/2BcWMlT,Central America,1,22.14252639,-100.9622957
52483,Mediterranean,7-Oct-19,2019,Oct,25,3,28,22,13,0,4,Drowning,Off the coast of Lampedusa - boat departed from Tunisia,IOM Italy,Central Mediterranean,"http://bit.ly/30SkUof, http://bit.ly/2IvbHf3, http://bit.ly/2p4cZXP, http://bit.ly/2MlHG3P, http://bit.ly/2oKRGut",Uncategorized,4,35.21054955,12.18054108
52488,US-Mexico Border,7-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near colonia Carmen Serdán, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,Central America to US,http://bit.ly/2MrDr5r,Northern America,1,26.10367223,-98.28740908
52498,Mediterranean,7-Oct-19,2019,Oct,0,4,4,89,0,4,0,Drowning,"Off the coast of Zarzis, Tunisia - boat departed from Zuwara, Libya",IOM Tunisia,Central Mediterranean, ,Uncategorized,4,33.51293398,11.19496083
52856,Middle East,7-Oct-19,2019,Oct,1,0,1,0,0,1,0,Presumed drowning,"Evros/Meriç river, İpsala district, Edirne, Turkey","Haberler, Memleket", ,"http://bit.ly/37QevhA, http://bit.ly/38ZyDxO",Western Asia,3,40.94414237,26.3609057
52482,US-Mexico Border,6-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico","Vox Pópuli, Minuto Uno Tamaulipas",Central America to US,"http://bit.ly/30QheDy, http://bit.ly/2Oypbe9",Central America,3,25.90089022,-97.52593097
52714,US-Mexico Border,6-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52715,US-Mexico Border,6-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.243044,-113.1546842
52716,US-Mexico Border,6-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52717,US-Mexico Border,6-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52487,US-Mexico Border,5-Oct-19,2019,Oct,1,0,1,4,0,1,0,Dehydration,"Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, El Sol del Bajío, Periódico Correo",Central America to US,"http://bit.ly/2BcGyJy, http://bit.ly/2MsQDHw, http://bit.ly/3108o5Z",Northern Africa,5,28.47075694,-99.92408736
52505,Europe,5-Oct-19,2019,Oct,1,0,1,10,0,1,0,Shot,"Vranjska, municipality of Bileća, Republika Srpska, Bosnia and Herzegovina - near border with Montenegro","Are You Syrious?, klix.ba, Novilist, Ministry of Internal Affairs of Una-Sana Canton ",Western Balkans,"http://bit.ly/2BzntkL, http://bit.ly/2MHG5FT, http://bit.ly/2Pb0moP",Southern Europe,4,42.87054142,18.44293253
52480,Mediterranean,4-Oct-19,2019,Oct,1,0,1,65,0,1,1,Unknown,"During medical evacuation to Almería, Spain - after being rescued from a boat in the Alboran Sea, 44 miles south-east of Motril, Granada","Caminando Fronteras, EFE, AFP",Western Mediterranean,"http://bit.ly/2LRkv18, http://bit.ly/31SIXVb, http://bit.ly/2Ot2zeH",Uncategorized,4,36.77863067,-2.499724435
52481,US-Mexico Border,4-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near poblado Los Guerra Viejo, Miguel Alemán, Tamaulipas, Mexico",Hoy Tamaulipas,Central America to US,http://bit.ly/2oV1jqi,Central America,1,26.39678369,-99.0781565
52713,US-Mexico Border,4-Oct-19,2019,Oct,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.6071684,-111.8753862
52478,Central America,3-Oct-19,2019,Oct,1,0,1,0,0,1,0,Hit by train,"Train tracks near San Juan Evangelista, Veracruz, Mexico","Diario de Xalapa, Al Calor Político", ,"http://bit.ly/31TXXT5, http://bit.ly/2pUKrk1",Central America,3,17.8872074,-95.1386742
52479,US-Mexico Border,3-Oct-19,2019,Oct,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Ejido Adolfo López Mateos (KM213 of Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Diario de Ciudad Victoria",Central America to US,"http://bit.ly/30WgBIu, http://bit.ly/2LTjS79",Central America,3,27.43580733,-99.49525171
52485,North Africa,3-Oct-19,2019,Oct,1,0,1,0,1,0,0,Unknown,"Body recovered near Bouyafar, Morocco",Association Marocaine des Droits Humains - Section Nador, ,http://bit.ly/2OyEMu4,Northern Africa,4,35.2295222,-3.1277854
52486,Sub-Saharan Africa,3-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown,"Zouerate, Tiris Zemmour region, Mauritania","Criden, Rewmi", ,"http://bit.ly/33gwxqC, http://bit.ly/33mFmPU",Western Africa,3,22.7725523,-12.50446488
52477,US-Mexico Border,2-Oct-19,2019,Oct,1,0,1,0,0,1,0,Dehydration,"Near Los Galván Ranch, between Texas State Highway 83 and 44, Webb County, Texas, USA","Laredo Daily, Familias Unidas en Busca de una Esperanza",Central America to US,"http://bit.ly/2Iuy30m, http://bit.ly/31Rxvte",Northern America,3,28.0251478,-99.5489187
52497,North Africa,2-Oct-19,2019,Oct,24,0,24,2,3,0,1,Dehydration,"Sahara desert near the Niger-Algeria border, in Nguezzam, Algeria","IOM Niger, El Massa, Xinhua", ,"http://bit.ly/327hejS, http://bit.ly/33gCBiS",Northern Africa,4,19.54966389,5.687579761
52516,Central America,2-Oct-19,2019,Oct,1,0,1,0,0,1,0,Hit by train,"Train tracks near Charay, El Fuerte, Sinaloa, Mexico","Línea Directa, Debate", ,"http://bit.ly/2WuTjsA, http://bit.ly/320oEo3",Central America,3,26.417632,-108.6145938
52468,Europe,1-Oct-19,2019,Oct,2,0,2,0,0,2,0,Drowning,"Lake Sot, near Šid, Voivodina, Serbia - near border with Croatia","IOM Serbia, Telegraf",Western Balkans,http://bit.ly/2mYdFNG,Southern Europe,4,45.15875231,19.33973737
52610,South America,1-Oct-19,2019,Oct,1,0,1,30,1,0,0,Vehicle Accident,"Bus crash near Marcapata, Cusco, Perú - en route to Brasil",La República, ,"http://bit.ly/37fmh4O, http://bit.ly/35dAVrw",South America,3,-13.5911247,-70.9769245
52707,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0542676,-112.2802844
52708,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0237256,-112.2490766
52709,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.86292,-112.6316021
52710,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Uncategorized,5,32.057499,-111.6660725
52711,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52712,US-Mexico Border,1-Oct-19,2019,Oct,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern Africa,5,32.6115763,-112.1538081
52926,Sub-Saharan Africa,1-Oct-19,2019,Oct,1,0,1,0,0,0,0,Sickness and lack of access to medicine,"Dirkou, Niger",IOM Niger , , ,Western Africa,4,19.0048181,13.0817903
52467,North Africa,30-Sep-19,2019,Sep,1,0,1,0,0,1,0,Plane stowaway,"Mohammed V Airport in Casablanca, Morocco - inside the landing gear of a Royal Air Morocco aircraft coming from Conakry, Guinea","Le 360, 20minutes", ,"http://bit.ly/2nNGkp2, http://bit.ly/2nF3LB0",Northern Africa,3,33.3699704,-7.5857231
52504,Europe,30-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Korana river, near Crnaja, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina","Are You Syrious?, klix.ba, Ministry of Internal Affairs of Una-Sana Canton ",Western Balkans,"http://bit.ly/2BzntkL, http://bit.ly/2JbONtt",Southern Europe,4,45.04865428,15.75344281
52606,Europe,30-Sep-19,2019,Sep,1,0,1,1,0,1,1,Suffocation,"Body found inside truck parked in Nea Selefkia, Igumenitsa, Greece - truck was going to board ferry bound for Italy","Eidiseis.gr, 902.gr", ,"http://bit.ly/350nTxb, http://bit.ly/2ObEtU3",Southern Europe,3,39.5245731,20.257347
52706,US-Mexico Border,30-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.7799804,-111.6330084
52884,US-Mexico Border,30-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Near Falfurrias, Brooks County, Texas, USA","La Prensa, Fox", ,"http://bit.ly/2SD2V30, http://bit.ly/39wUXzf",Northern America,3,27.13718518,-98.08267857
52466,US-Mexico Border,29-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo, SuperChannel12",Central America to US,"http://bit.ly/2pog4lF, http://bit.ly/2oBk3L1",Northern America,3,28.73841796,-100.5070077
52461,Mediterranean,28-Sep-19,2019,Sep,1,0,1,20,0,1,1,Drowning,"Off the coast of Krichtel, wilaya of Oran, Algeria","ObservAlgérie, ALG24",Western Mediterranean,"http://bit.ly/2oxNHRq, http://bit.ly/2mmp9dy",Uncategorized,3,35.98043675,-0.492110075
52462,Mediterranean,28-Sep-19,2019,Sep,18,35,53,3,1,6,0,Drowning,"Off the coast of Mohammédia, Morocco","Caminando Fronteras, APDHA, Association Marocaine des Droits Humains - Section Nador",Western Mediterranean,"http://bit.ly/2n7pdy1, http://bit.ly/2mhRwcH, http://bit.ly/2ovqsHF, http://bit.ly/2nRm8CL, http://bit.ly/2mYFYLY, https://bit.ly/2KwDhdc, http://bit.ly/2OqTFyl, https://bit.ly/2FrTWLR, https://lexpress.ma/fr/actualite/le-bilan-du-naufrage-dune-embarcation-de-migrants-a-mohammedia-grimpe-a-18-morts/",Uncategorized,4,33.65099554,-7.494747852
52465,US-Mexico Border,28-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Las Piedras, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,Central America to US,http://bit.ly/2nD4X7X,Central America,1,26.07643601,-98.23241582
52459,Mediterranean,27-Sep-19,2019,Sep,7,0,7,12,2,0,5,Drowning,"Off the coast of Oinousses, Greece",IOM Greece,Eastern Mediterranean, ,Uncategorized,4,38.5192124,26.32074234
52460,Mediterranean,27-Sep-19,2019,Sep,1,0,1,5,0,0,0,Drowning,"37 nautical miles north of Ténès, wilaya of Chlef, Algeria",TSA Algérie,Western Mediterranean,http://bit.ly/2oCdyI3,Uncategorized,1,36.57498437,1.298778126
52464,US-Mexico Border,27-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, Rancho El Porvenir, near Nuevo Laredo, Tamaulipas, Mexico","La Tarde, La Vanguardia",Central America to US,"http://bit.ly/2plKQeW, http://bit.ly/2nD3lep",Central America,3,27.26388411,-99.45543994
52458,Mediterranean,26-Sep-19,2019,Sep,0,7,7,3,0,7,0,Drowning,"20 miles off the coast of Alicante, Spain",Diario Información,Western Mediterranean,http://bit.ly/2m2KvMZ,Uncategorized,3,38.24523967,-0.299798049
52703,US-Mexico Border,26-Sep-19,2019,Sep,1,0,1,0,1,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.350592,-109.511833
52704,US-Mexico Border,26-Sep-19,2019,Sep,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.361198,-110.17246
52705,US-Mexico Border,26-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.4580901,-113.1639958
52456,Mediterranean,25-Sep-19,2019,Sep,1,1,2,6,0,0,0,Drowning,"22 nautical miles north of Damous, wilaya of Tipaza, Algeria","TSA Algérie, Xinhua",Western Mediterranean,"http://bit.ly/2mUNHtS, http://bit.ly/2lkK5kH",Uncategorized,3,36.7356051,1.667305168
52463,Mediterranean,25-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Body washed ashore near Tripoli, Libya","IOM Libya, UNHCR",Central Mediterranean,https://twitter.com/Lyobserver/status/1176801039774887936,Uncategorized,4,32.91034114,13.2412536
52475,US-Mexico Border,25-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Ranch located east of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/31V1r7M,Northern America,1,27.12033535,-98.09065185
52476,US-Mexico Border,25-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/31V1r7M,Northern America,1,27.15931685,-98.20215489
52455,Middle East,24-Sep-19,2019,Sep,6,0,6,27,0,0,0,Vehicle Accident,"Reyhanlı-Antakya highway, near Reyhanlı, Hatay, Turkey","Hürriyet, CNN Türk", ,"http://bit.ly/2mQY2Ht, http://bit.ly/2mlB37b",Western Asia,3,36.24134236,36.57438314
52474,Mediterranean,24-Sep-19,2019,Sep,0,1,1,6,0,1,1,Drowning,"20 miles off the coast of Cartagena, Murcia, Spain - boat departed from Mostaganem, Algeria","La Verdad, El Watan",Western Mediterranean,"http://bit.ly/2OqaE3W, http://bit.ly/33PCxH7",Uncategorized,3,37.25325268,-0.705211109
52454,US-Mexico Border,23-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",El Diario de Ciudad Victoria,Central America to US,https://bit.ly/2nu0UKH,Uncategorized,1,25.87563552,-97.47302561
52453,US-Mexico Border,22-Sep-19,2019,Sep,2,0,2,0,0,2,0,Hyperthermia,"Near Carrizo Springs, Dimmit County, Texas, USA",Zócalo,Central America to US,https://bit.ly/2lVHCNN,Northern America,1,28.48296244,-99.91996748
52701,US-Mexico Border,22-Sep-19,2019,Sep,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.7584194,-112.0744145
52702,US-Mexico Border,22-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.7468921,-111.9457386
52450,US-Mexico Border,21-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico","El Sol de Tampico, Hoy Tamaulipas",Central America to US,"https://bit.ly/2m95op7, https://bit.ly/2kXNhCx",Central America,3,26.3947486,-98.95528312
52448,Mediterranean,20-Sep-19,2019,Sep,0,1,1,14,1,0,1,Drowning,"Off the coast of Bodrum, Muğla province, Turkey","Aegean Boat Report, Turkish Coast Guard",Eastern Mediterranean,"https://bit.ly/2moJgav, https://bit.ly/2kAum0u",Uncategorized,5,36.97355721,27.40307418
52449,US-Mexico Border,20-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Ébanos Sur, Gustavo Díaz Ordaz, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana",Central America to US,"https://bit.ly/2mna62K, https://bit.ly/2m35K0E",Central America,3,26.2443714,-98.55741901
52452,US-Mexico Border,20-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Texas, USA",La Rancherita del Aire,Central America to US,https://bit.ly/2nuRqPr,Northern America,1,28.70775111,-100.5114006
52446,Europe,19-Sep-19,2019,Sep,1,0,1,0,0,1,0,Hit by train,"Train tracks near Gradsko, North Macedonia",AP,Western Balkans,https://bit.ly/2m9NfHN,Southern Europe,1,41.57984027,21.94525108
52447,Mediterranean,19-Sep-19,2019,Sep,1,0,1,0,0,1,0,Shot,"Abusitta disembarkation point in Tripoli, Libya - hours after being intercepted at sea and returned to shore by the Libyan C",IOM Libya,Central Mediterranean,https://bit.ly/2lX2fc5,Uncategorized,4,32.90902102,13.22001356
52440,Mediterranean,18-Sep-19,2019,Sep,0,4,4,6,0,0,0,Drowning,"Off the coast of Djerba, Tunisia",IOM Tunisia,Central Mediterranean, ,Uncategorized,4,34.17115895,11.25591293
52445,Mediterranean,18-Sep-19,2019,Sep,9,4,13,5,0,9,0,Drowning,"Off the coast of Cap Djinet, 20 km east of Boumerdès","El Watan, La Dépêche de Kabylie, Caminando Fronteras",Western Mediterranean,"http://bit.ly/2kUikyX, https://bit.ly/2l04Lhs, https://bit.ly/2kO2KFk",Uncategorized,4,36.98372847,3.638158139
52457,Mediterranean,18-Sep-19,2019,Sep,1,0,1,1,0,1,0,Drowning,"Off the coast of Melilla, Spain","Público, Uprising Today",Western Mediterranean,"http://bit.ly/2lxUnOj, http://bit.ly/2nDE7fl",Uncategorized,3,35.32043962,-2.948396983
52435,Central America,17-Sep-19,2019,Sep,1,0,1,0,0,1,0,Sickness and lack of access to medicines,"Near migrant shelter San Francisco, Tehuacán, Puebla, Mexico","Milenio, El Sol de Puebla", ,"http://bit.ly/2m2ogGj, http://bit.ly/2lUWqMo",Central America,3,18.50972705,-97.40958306
52436,US-Mexico Border,17-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near ejido Centinela, Piedras Negras, Coahuila, Mexico",Contrapunto,Central America to US,http://bit.ly/2kt1cAo,Central America,1,28.72746289,-100.5079223
52437,US-Mexico Border,17-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times, La Jornada",Central America to US,"http://bit.ly/2kSBxRB, http://bit.ly/2m0utCE",Northern America,3,31.7536163,-106.417259
52438,Mediterranean,17-Sep-19,2019,Sep,3,5,8,8,0,3,0,Drowning,"Five nautical miles north of Cap Falcon, Oran, Algeria","Ministry of Defence of Algeria, Association Marocaine des Droits Humains - Section Nador, El Watan, Alarm Phone",Western Mediterranean,"http://bit.ly/2lYF554, http://bit.ly/2leSiXq, http://bit.ly/2pY2u8K, http://bit.ly/32EQSoN",Uncategorized,5,36.04229332,-0.509071857
52439,Mediterranean,17-Sep-19,2019,Sep,3,4,7,9,0,0,0,Drowning,"Off the coast of Sfax, Tunisia",IOM Tunisia,Central Mediterranean, ,Uncategorized,4,34.58976023,10.93716807
