Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality,lat,long
52441,Mediterranean,17-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,Western Mediterranean,http://bit.ly/2m4ywxN,Uncategorized,4,35.24714775,-3.164730755
52699,US-Mexico Border,17-Sep-19,2019,Sep,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.9555184,-112.1003073
52700,US-Mexico Border,17-Sep-19,2019,Sep,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.0648206,-112.4726439
52434,US-Mexico Border,16-Sep-19,2019,Sep,1,0,1,0,1,0,0,Drowning,"Río Bravo, near Donna-Río Bravo International Bridge, Tamaulipas, Mexico","El Mañana, Vox Pópuli",Central America to US,"http://bit.ly/2mjInzX, http://bit.ly/2kHZJq5",Central America,3,26.06655859,-98.07621902
52697,US-Mexico Border,16-Sep-19,2019,Sep,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.9472533,-112.0586148
52698,US-Mexico Border,16-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.9100193,-111.8080352
52428,Caribbean,14-Sep-19,2019,Sep,3,0,3,11,0,0,0,Drowning,"Off the coast of Playa Martinica, Aguadilla, Puerto Rico",US Border Patrol, ,"http://bit.ly/2mivS7Y, http://bit.ly/2mjbKma, http://bit.ly/2m0vPNJ",Caribbean,5,18.51342634,-67.15098561
52433,US-Mexico Border,14-Sep-19,2019,Sep,2,0,2,0,0,2,0,Drowning,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel 12",Central America to US,"http://bit.ly/2mi3D9f, http://bit.ly/2mmU218",Central America,3,28.72769161,-100.5080598
52444,US-Mexico Border,14-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,https://bit.ly/2l1grRh,Northern America,1,26.96250141,-98.29321137
52844,US-Mexico Border,14-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"All American Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,Central America to US, ,Northern America,5,32.66240434,-115.5372497
52426,Mediterranean,13-Sep-19,2019,Sep,0,4,4,1,0,0,0,Presumed drowning,"15 miles off the coast of Marettimo, Sicily, Italy",IOM Italy,Central Mediterranean,http://bit.ly/2kmw0CP,Uncategorized,4,37.94945891,11.98312713
52427,US-Mexico Border,13-Sep-19,2019,Sep,1,0,1,0,0,1,0,Dehydration,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/2mdSO89,Northern America,1,26.97541902,-98.2363228
52451,US-Mexico Border,13-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/2mOowJI,Northern America,1,26.93200097,-98.22622538
52425,Europe,12-Sep-19,2019,Sep,1,0,1,8,0,0,0,Vehicle Accident,"Egnatia highway, near Komotini, Greece","Ekathimerini, Voria, IOM Greece", ,"http://bit.ly/2mkfdAX, http://bit.ly/2lY1sYc",Southern Europe,4,41.09486694,25.40600506
52405,US-Mexico Border,11-Sep-19,2019,Sep,2,0,2,35,1,1,1,Drowning,"Río Bravo, near San Felipe Creek, Del Rio, Val Verde County, Texas","CNN, Univisión, Telemundo",Central America to US,"https://cnn.it/2mmuLE9, http://bit.ly/2kHXZ00, https://tlmdo.co/2lZ6zrh",Northern America,3,29.32603984,-100.9193075
52779,Mediterranean,11-Sep-19,2019,Sep,1,0,1,0,0,1,0,Presumed drowning,"Beach in Castillo de Manilva, Málaga, Spain",La Vanguardia,Western Mediterranean,https://bit.ly/2Furqt6,Uncategorized,1,36.35093734,-5.231617462
52424,Middle East,9-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Evros/Meriç river, near Yenikadın, Edirne, Turkey","CNN Türk, Hurriyet", ,"http://bit.ly/2mkfAeP, http://bit.ly/2kBGxdz",Western Asia,3,41.68678419,26.43776578
52696,US-Mexico Border,9-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.3493325,-110.1393762
52000,Europe,7-Sep-19,2019,Sep,1,0,1,0,0,1,0,Head injury,"Body recovered in Dora river, near Bardonecchia, Piamonte, Italy","Il Corriere de la Sera, La Reppublica",Italy to France,"http://bit.ly/2lDG4ro, http://bit.ly/2m7kCv2",Southern Europe,3,45.07940859,6.700213388
52001,North Africa,7-Sep-19,2019,Sep,1,0,1,0,0,1,0,Violence,"Bolingo forest, near Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Caminando Fronteras", ,"http://bit.ly/2k6OFlN, http://bit.ly/2knuWi5, http://bit.ly/2m1WIRr",Northern Africa,4,35.20439176,-2.925109863
52695,US-Mexico Border,7-Sep-19,2019,Sep,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,32.057499,-111.6660725
52754,Mediterranean,7-Sep-19,2019,Sep,0,1,1,16,0,0,0,Drowning,"Off the coast of Misrata, Libya",UNHCR,Central Mediterranean, ,Uncategorized,4,32.44817988,15.15800184
51998,US-Mexico Border,6-Sep-19,2019,Sep,1,0,1,0,0,1,0,Sickness,"Hospital in San Antonio, Texas after being rescued from the Río Bravo near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2lEKVbI,Northern America,5,29.4241219,-98.4936282
51999,Mediterranean,6-Sep-19,2019,Sep,1,0,1,13,1,0,0,Sickness and lack of access to medicine,"Samos hospital shortly after being rescued off the coast of Kokkari, Samos, Greece",IOM Greece,Eastern Mediterranean,http://bit.ly/2kylsk3,Uncategorized,4,37.7547857,26.9777701
52671,US-Mexico Border,6-Sep-19,2019,Sep,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5,31.9640361,-111.9534809
51997,US-Mexico Border,5-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near poblado Venecia, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana",Central America to US,"http://bit.ly/2m7mXpO, http://bit.ly/2lJkhi4",Central America,3,26.09500131,-98.27301163
52432,Mediterranean,5-Sep-19,2019,Sep,0,4,4,0,0,4,0,Presumed drowning,"Off the coast of Bouyafar, Morocco (Alboran Sea)","El Faro de Ceuta, EFE, Association Marocaine des Droits Humains - Section Nador",Western Mediterranean,"http://bit.ly/2lQNNm0, http://bit.ly/2lVZckA, http://bit.ly/2kPqHfk, http://bit.ly/2mqcdTC",Uncategorized,4,35.83772542,-3.356083848
52843,US-Mexico Border,5-Sep-19,2019,Sep,1,0,1,0,0,1,0,Hyperthermia,"Open Desert near Calexico, California, Imperial County, California, USA",Imperial County Coroner's Office,Central America to US, ,Northern America,5,32.66558363,-115.5324432
52407,US-Mexico Border,4-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Río Bravo, near Eagle Pass, Maverick County, Texas, USA","La Rancherita del Aire, Conexión Migrante",Central America to US,"http://bit.ly/2lSl3cg, http://bit.ly/2suDDLw, http://bit.ly/2QY84TT",Northern America,3,28.71938978,-100.5071242
52753,Mediterranean,4-Sep-19,2019,Sep,1,0,1,0,0,0,0,Unknown,"Off the coast of Azzawya, Libya",IOM Libya,Central Mediterranean, ,Uncategorized,4,32.82375196,12.73207106
51993,Mediterranean,3-Sep-19,2019,Sep,0,15,15,2,0,0,0,Drowning,"40 miles south-east of Cabo de Gata, Almería, Spain ","Salvamento Marítimo via eldiario.es, La Voz de Almería, El Watan",Western Mediterranean,"http://bit.ly/2lBlUhn, http://bit.ly/2jWcigQ, http://bit.ly/2m1iHYV, http://bit.ly/2kpb1iz",Uncategorized,3,36.59246832,-1.720397814
51994,Southeast Asia,3-Sep-19,2019,Sep,1,0,1,0,0,1,0,Killed by landmine blast,"Myanmar-Bangladesh border, near Gundum border town","AFP, BDnews24", ,"http://bit.ly/2kthQzC, http://bit.ly/2ktqRsz",South-eastern Asia,3,21.19107172,92.18383339
52412,Central America,2-Sep-19,2019,Sep,1,0,1,0,0,1,0,Fall from train,"Train tracks near Santa Ana Chiautempan, Tlaxcala, Mexico",Puebla Roja, ,http://bit.ly/2kj1ud2,Central America,1,19.31403777,-98.19076733
52423,Middle East,2-Sep-19,2019,Sep,1,0,1,0,0,1,0,Drowning,"Irrigation canal near Evros/Meriç river, Yenikarpuzlu, İpsala, Edirne, Turkey","EASO Social Media Monitoring Reports, Hurriyet, CNN Türk", ,"http://bit.ly/2mkiikB, http://bit.ly/2kzS4dj",Western Asia,3,40.847613,26.22387057
51984,Mediterranean,1-Sep-19,2019,Sep,1,0,1,0,0,1,1,Cardiac arrest,"Port of Ceuta, Spain",El Faro de Ceuta,Western Mediterranean,"http://bit.ly/2knjgvs, http://bit.ly/2lo2Kvs",Uncategorized,3,35.8933505,-5.3209666
51986,North Africa,1-Sep-19,2019,Sep,11,0,11,3,0,0,0,Vehicle Accident,"400km north of Bordj Badji Mokhtar, en route to Reggane, Adrar, Algeria","El Watan, Réflexion, ALG24", ,"http://bit.ly/2ls8dBC, http://bit.ly/2knudgA, http://bit.ly/2lu3Zcy",Northern Africa,3,24.40446035,-0.316673173
51992,US-Mexico Border,1-Sep-19,2019,Sep,1,0,1,0,0,0,0,Drowning,"American Canal near El Paso, El Paso County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2lzTlky,Northern America,5,31.7516347,-106.4925109
52416,US-Mexico Border,31-Aug-19,2019,Aug,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.5455399,-111.3072939
52609,South America,31-Aug-19,2019,Aug,1,0,1,2,0,1,0,Vehicle Accident,"Road near puente Helicoidal, Calarcá, Quindío, Colombia - en route to Cali","La Crónica del Quindío, Minuto 30", ,"http://bit.ly/35epPm1, http://bit.ly/2CVQsQG",South America,3,4.526179753,-75.6351614
51985,North Africa,29-Aug-19,2019,Aug,1,22,23,9,0,1,0,Drowning,"65km north of Dakhla, Western Sahara Territory / Morocco - en route to the Canary Islands","Alarm Phone, Dakhla News, Hespress, Alyaoum 24, Caminando Fronteras",Western African,"http://bit.ly/2jZELTa, http://bit.ly/2lV0jAV, http://bit.ly/2knMri8, http://bit.ly/2knMri8, http://bit.ly/2jVpbYy, http://bit.ly/2lq9LMl, http://bit.ly/3499Ghe",Western Africa,4,24.78186673,-16.24662818
51979,US-Mexico Border,28-Aug-19,2019,Aug,1,0,1,0,0,1,0,Drowning,"Río Bravo, near congregación Los Rodríguez, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel12",Central America to US,"http://bit.ly/2ZrrKVZ, http://bit.ly/2LiNtFu",Central America,3,28.72008198,-100.5081309
51980,Mediterranean,28-Aug-19,2019,Aug,0,7,7,100,0,5,0,Presumed drowning,Unspecified location off the coast of Libya,"Mediterranea Saving Humans, IOM Italy",Central Mediterranean,https://yhoo.it/32c805o,Uncategorized,4,34.07497553,14.8044819
51982,US-Mexico Border,28-Aug-19,2019,Aug,1,0,1,0,0,1,0,Dehydration,"Ranch in Dimmit County, Texas, USA","SuperChannel12, Zócalo",Central America to US,"http://bit.ly/2jSFdCs, http://bit.ly/2kdDqZ4",Northern America,3,28.4116514,-99.8124935
51996,South America,28-Aug-19,2019,Aug,1,0,1,0,0,1,0,Suicide,"Zámbiza bridge, north of Quito, Ecuador, while en route to Guayaquil, Ecuador","El Universo, Metro Ecuador", ,"http://bit.ly/2lCdA13, http://bit.ly/2kpKx0F",South America,3,-0.1459438,-78.4452592
51978,Mediterranean,27-Aug-19,2019,Aug,11,29,40,64,1,2,2,Presumed drowning,"Off the coast of Al-Khums, Libya","IOM Libya, MSF, UNHCR",Central Mediterranean,"http://bit.ly/30L8ijo, http://bit.ly/2ZoLQzV, http://bit.ly/2NHVTJp",Uncategorized,4,33.18602507,14.63146337
51981,Central America,27-Aug-19,2019,Aug,1,0,1,0,0,1,0,Unknown,"Ciudad Nicolás Romero, State of Mexico, Mexico","La Tribuna, Abriendo Brecha TV", ,"https://bit.ly/2lT6K7H, http://bit.ly/2lWcbCL",Central America,3,19.6162033,-99.3001181
52420,US-Mexico Border,27-Aug-19,2019,Aug,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/,Northern America,5,31.9698537,-111.4275888
52431,Mediterranean,27-Aug-19,2019,Aug,1,0,1,18,0,0,0,Presumed drowning,"Off the coast of Sfax, Tunisia","Tunis Webdo, Xinhua",Central Mediterranean,"http://bit.ly/2lXZgQs, http://bit.ly/2khKfZq",Uncategorized,3,34.79485739,11.0666389
51977,Europe,26-Aug-19,2019,Aug,6,0,6,10,0,6,0,Vehicle Accident,"Near Loutra, Alexandroupoli, Greece",IOM Greece, ,https://bit.ly/2Zh7d6c,Southern Europe,4,40.8627948,26.0336872
52421,US-Mexico Border,26-Aug-19,2019,Aug,1,0,1,0,1,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5,31.586669,-111.7536372
51968,Europe,25-Aug-19,2019,Aug,1,0,1,11,1,0,0,Vehicle Accident,"Kupa River, near Slatina Pokupska, Croatia","Police Administration Sisak-Moslavina County, Croatian National Radio Television (HRT) via IOM Croatia",Western Balkans,"https://bit.ly/329RlQd, https://bit.ly/2ZvA5ad, https://bit.ly/2ZdvD0x",Southern Europe,4,45.48202952,16.00400117
52597,South Asia,25-Aug-19,2019,Aug,2,0,2,0,0,0,0,Unknown,"Tehran, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/,Southern Asia,2,35.732116,51.144003
51974,US-Mexico Border,24-Aug-19,2019,Aug,1,0,1,1,1,0,0,Dehydration,"Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart",Central America to US,"http://bit.ly/2LdLp1v, http://bit.ly/30J61p5",Northern America,3,28.4116514,-99.8124935
51975,US-Mexico Border,24-Aug-19,2019,Aug,1,0,1,0,0,0,0,Presumed drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2UfBpcj,Northern America,5,26.16665869,-98.33714765
51976,US-Mexico Border,24-Aug-19,2019,Aug,1,0,1,0,0,0,0,Unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2UfBpcj,Northern America,5,26.8697147,-97.6982272
52419,US-Mexico Border,24-Aug-19,2019,Aug,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5,32.340439,-111.7782682
52593,Southeast Asia,24-Aug-19,2019,Aug,6,0,6,0,1,2,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse, Sexual abuse","In the forest, Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/, ,2,6.628644,101.390831
52594,South Asia,24-Aug-19,2019,Aug,3,0,3,0,1,2,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Khulna Division, Bangladesh",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/,Southern Asia,2,22.461445,89.049116
52595,Southeast Asia,24-Aug-19,2019,Aug,2,0,2,0,1,1,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/, ,2,13.758642,100.839648
52596,South Asia,24-Aug-19,2019,Aug,2,0,2,0,1,1,1,Harsh weather/lack of adequate shelter,"Ardabil Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/,Southern Asia,2,39.290487,47.427454
51965,US-Mexico Border,23-Aug-19,2019,Aug,1,0,1,0,0,1,0,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Lider,Central America to US,"https://bit.ly/30yHJ0J, https://bit.ly/2NDw2SK",Central America,3,27.59668841,-99.53728453
51966,US-Mexico Border,23-Aug-19,2019,Aug,1,0,1,1,0,1,0,Drowning,"Río Bravo, near Piedras Negras, Coahuila, Mexico",Tiempo,Central America to US,"https://bit.ly/2LcMEhB, https://bit.ly/2PhKCSy",Central America,3,28.69367286,-100.5105218
51967,Europe,23-Aug-19,2019,Aug,1,0,1,13,0,1,0,Vehicle Accident,"Near Negotino, North Macedonia, on the highway from Gevgelija to Skopje",IOM North Macedonia,Western Balkans,https://bit.ly/2ZqSRvi,Southern Europe,4,41.5026612,22.09088988
52418,US-Mexico Border,23-Aug-19,2019,Aug,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5,31.6056561,-111.5229817
51972,US-Mexico Border,22-Aug-19,2019,Aug,1,0,1,0,0,0,0,Presumed drowning,"Río Bravo, near Havana, Hidalgo County, Texas, USA",US Border Patrol,Central America to US,http://bit.ly/2UfBpcj,Northern America,5,26.22631082,-98.51663382
51973,Mediterranean,22-Aug-19,2019,Aug,1,3,4,7,0,1,0,Drowning,"Off the coast of La Línea de la Concepción, Cádiz, Spain - the remains of one man recovered near Punta Europa, Gibraltar","Canal Sur, El Foro de Ceuta, La Voz del Sur, ABC",Western Mediterranean,"http://bit.ly/2zsJ3q3, http://bit.ly/329pQpN, http://bit.ly/2Zyb3Hn, http://bit.ly/2Zy4GnF",Uncategorized,3,36.15542602,-5.296389511
52417,US-Mexico Border,22-Aug-19,2019,Aug,1,0,1,0,0,1,0,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5,32.0577019,-112.1430215
52592,Southeast Asia,22-Aug-19,2019,Aug,1,0,1,0,1,0,0,"Sickness and lack of access to medicines, Starvation, Dehydration","Rakhine State, Myanmar",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/, ,2,21.060399,92.630156
51971,US-Mexico Border,21-Aug-19,2019,Aug,2,0,2,0,0,1,0,Unknown (skeletal remains),"Ranch south of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/2ZpfG7m,Northern America,1,26.98205218,-98.09652561
51959,US-Mexico Border,20-Aug-19,2019,Aug,1,1,2,0,1,1,1,Presumed drowning,"Río Bravo near Mudo island in Piedras Negras, Coahuila, Mexico","US Border Patrol, Zócalo, GMN Noticias",Central America to US,"http://bit.ly/2Lh5uUB, http://bit.ly/2Zm7oZ8, http://bit.ly/2KSmFx4, https://bit.ly/2zk3nd5, http://bit.ly/2HjwtxJ",Central America,5,28.71022824,-100.5097405
51960,US-Mexico Border,20-Aug-19,2019,Aug,1,0,1,0,0,1,0,Unknown,"Ranch near El Saucito, Coahuila, Mexico","Zocalo, Super Channel 12",Central America to US,"http://bit.ly/2KWleMR, http://bit.ly/2HyeSCz",Central America,3,28.5130277,-100.4550796
51970,US-Mexico Border,20-Aug-19,2019,Aug,1,0,1,0,0,1,0,Dehydration,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,Central America to US,http://bit.ly/2ZpfG7m,Northern America,1,27.04984701,-98.16853562
52591,South Asia,20-Aug-19,2019,Aug,3,0,3,0,2,1,2,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Ardabil Province, Iran",Mixed Migration Monitoring Mechanism Initiative (4Mi), ,http://www.mixedmigration.org/4mi/,Southern Asia,2,39.116741,47.34407
52672,Europe,20-Aug-19,2019,Aug,0,1,1,21,0,0,0,Drowning,"River Drina, between Serbia and Bosnia and Herzegovina, close to Banja Koviljača","Watch the Med, Ministry of Internal Affairs of Una-Sana Canton ",Western Balkans,http://watchthemed.net/index.php/reports/view/1269,Southern Europe,4,44.52142231,19.15652318
